,location,time,students
0,595,2019-12-18 00:00:00,0
1,595,2019-12-18 00:30:00,0
2,595,2019-12-18 01:00:00,0
3,595,2019-12-18 01:30:00,0
4,595,2019-12-18 02:00:00,0
5,595,2019-12-18 02:30:00,0
6,595,2019-12-18 03:00:00,0
7,595,2019-12-18 03:30:00,0
8,595,2019-12-18 04:00:00,0
9,595,2019-12-18 04:30:00,0
10,595,2019-12-18 05:00:00,0
11,595,2019-12-18 05:30:00,0
12,595,2019-12-18 06:00:00,0
13,595,2019-12-18 06:30:00,0
14,595,2019-12-18 07:00:00,0
15,595,2019-12-18 07:30:00,0
16,595,2019-12-18 08:00:00,0
17,595,2019-12-18 08:30:00,3
18,595,2019-12-18 09:00:00,59
19,595,2019-12-18 09:30:00,53
20,595,2019-12-18 10:00:00,52
21,595,2019-12-18 10:30:00,58
22,595,2019-12-18 11:00:00,2
23,595,2019-12-18 11:30:00,2
24,595,2019-12-18 12:00:00,0
25,595,2019-12-18 12:30:00,2
26,595,2019-12-18 13:00:00,0
27,595,2019-12-18 13:30:00,3
28,595,2019-12-18 14:00:00,0
29,595,2019-12-18 14:30:00,0
30,595,2019-12-18 15:00:00,1
31,595,2019-12-18 15:30:00,0
32,595,2019-12-18 16:00:00,3
33,595,2019-12-18 16:30:00,2
34,595,2019-12-18 17:00:00,3
35,595,2019-12-18 17:30:00,0
36,595,2019-12-18 18:00:00,2
37,595,2019-12-18 18:30:00,1
38,595,2019-12-18 19:00:00,3
39,595,2019-12-18 19:30:00,0
40,595,2019-12-18 20:00:00,1
41,595,2019-12-18 20:30:00,1
42,595,2019-12-18 21:00:00,2
43,595,2019-12-18 21:30:00,2
44,595,2019-12-18 22:00:00,0
45,595,2019-12-18 22:30:00,0
46,595,2019-12-18 23:00:00,0
47,595,2019-12-18 23:30:00,0
48,594,2019-12-18 00:00:00,0
49,594,2019-12-18 00:30:00,0
50,594,2019-12-18 01:00:00,0
51,594,2019-12-18 01:30:00,0
52,594,2019-12-18 02:00:00,0
53,594,2019-12-18 02:30:00,0
54,594,2019-12-18 03:00:00,0
55,594,2019-12-18 03:30:00,0
56,594,2019-12-18 04:00:00,0
57,594,2019-12-18 04:30:00,0
58,594,2019-12-18 05:00:00,0
59,594,2019-12-18 05:30:00,0
60,594,2019-12-18 06:00:00,0
61,594,2019-12-18 06:30:00,0
62,594,2019-12-18 07:00:00,0
63,594,2019-12-18 07:30:00,0
64,594,2019-12-18 08:00:00,0
65,594,2019-12-18 08:30:00,2
66,594,2019-12-18 09:00:00,52
67,594,2019-12-18 09:30:00,57
68,594,2019-12-18 10:00:00,52
69,594,2019-12-18 10:30:00,59
70,594,2019-12-18 11:00:00,1
71,594,2019-12-18 11:30:00,3
72,594,2019-12-18 12:00:00,3
73,594,2019-12-18 12:30:00,3
74,594,2019-12-18 13:00:00,1
75,594,2019-12-18 13:30:00,0
76,594,2019-12-18 14:00:00,2
77,594,2019-12-18 14:30:00,1
78,594,2019-12-18 15:00:00,2
79,594,2019-12-18 15:30:00,3
80,594,2019-12-18 16:00:00,3
81,594,2019-12-18 16:30:00,2
82,594,2019-12-18 17:00:00,1
83,594,2019-12-18 17:30:00,3
84,594,2019-12-18 18:00:00,3
85,594,2019-12-18 18:30:00,3
86,594,2019-12-18 19:00:00,0
87,594,2019-12-18 19:30:00,2
88,594,2019-12-18 20:00:00,0
89,594,2019-12-18 20:30:00,0
90,594,2019-12-18 21:00:00,1
91,594,2019-12-18 21:30:00,1
92,594,2019-12-18 22:00:00,0
93,594,2019-12-18 22:30:00,0
94,594,2019-12-18 23:00:00,0
95,594,2019-12-18 23:30:00,0
96,593,2019-12-18 00:00:00,0
97,593,2019-12-18 00:30:00,0
98,593,2019-12-18 01:00:00,0
99,593,2019-12-18 01:30:00,0
100,593,2019-12-18 02:00:00,0
101,593,2019-12-18 02:30:00,0
102,593,2019-12-18 03:00:00,0
103,593,2019-12-18 03:30:00,0
104,593,2019-12-18 04:00:00,0
105,593,2019-12-18 04:30:00,0
106,593,2019-12-18 05:00:00,0
107,593,2019-12-18 05:30:00,0
108,593,2019-12-18 06:00:00,0
109,593,2019-12-18 06:30:00,0
110,593,2019-12-18 07:00:00,0
111,593,2019-12-18 07:30:00,0
112,593,2019-12-18 08:00:00,0
113,593,2019-12-18 08:30:00,3
114,593,2019-12-18 09:00:00,77
